train_loss,train_accuracy,val_loss,val_accuracy
1.2498584124777052,0.3333333333333333,1.633679461479187,0.25
1.1151084933016036,0.3472222222222222,1.6035450220108032,0.25
1.1927875114811792,0.3888888888888889,1.082896614074707,0.5
1.1473742491669126,0.3611111111111111,1.3918380737304688,0.25
1.1238798962699041,0.3194444444444444,1.1383164167404174,0.2
1.081404189268748,0.4166666666666667,1.1477661848068237,0.15
1.102479444609748,0.3472222222222222,1.1260332822799684,0.25
1.0988215936554804,0.375,1.1954943895339967,0.25
1.098104543156094,0.375,1.1475149869918824,0.15
1.1252876851293776,0.3888888888888889,1.2115070581436158,0.25
1.1027559803591833,0.3472222222222222,1.1543969631195068,0.2
1.1204021573066711,0.2777777777777778,1.1451964616775512,0.25
1.0944389237297907,0.3333333333333333,1.16361563205719,0.2
1.1066475146346622,0.3611111111111111,1.1606495141983033,0.2
1.0720420049296484,0.4444444444444444,1.143173098564148,0.2
1.1208082503742642,0.3472222222222222,1.2141992330551148,0.25
1.1448449393113453,0.3333333333333333,1.114885640144348,0.25
1.1069302360216777,0.3611111111111111,1.1070258140563964,0.25
1.0963264869319067,0.3611111111111111,1.163579797744751,0.25
1.0946757064925299,0.3888888888888889,1.8982752680778503,0.25
1.0985310044553545,0.3611111111111111,1.1249940156936646,0.35
1.0790187451574538,0.4027777777777778,1.1583791971206665,0.25
1.0865826308727264,0.4166666666666667,3.0156708478927614,0.25
1.110561599334081,0.3611111111111111,1.4085858941078186,0.25
1.1078895065519545,0.3472222222222222,1.157107949256897,0.25
1.1026305324501462,0.2777777777777778,1.1415441274642943,0.2
1.0890819761488173,0.3055555555555556,1.126629114151001,0.25
1.10281041264534,0.3333333333333333,1.1398313283920287,0.25
1.1007875866360135,0.375,1.170128834247589,0.25
1.0757316052913666,0.4027777777777778,1.1298818349838258,0.25
1.0425997508896723,0.2916666666666667,1.1422067403793335,0.25
1.0835026270813413,0.4444444444444444,1.219363534450531,0.25
1.0885413818889194,0.4027777777777778,1.28628066778183,0.25
1.0950628949536219,0.4166666666666667,22.208339118957518,0.25
1.054372598727544,0.4305555555555556,3.045685040950775,0.25
1.090830488337411,0.4444444444444444,1.1345101952552796,0.5
1.0669278734260135,0.4305555555555556,1.2607665419578553,0.5
1.0917488170994654,0.375,1.2488766312599182,0.5
1.1069018708335028,0.3333333333333333,1.4007791996002197,0.3
1.0815048515796661,0.4305555555555556,1.1633090019226073,0.5
1.0697049233648512,0.3888888888888889,1.2606532335281373,0.5
1.1253713468710582,0.3611111111111111,2.458927941322327,0.25
1.0007894138495128,0.4861111111111111,1.28960280418396,0.5
1.0383305218484666,0.3888888888888889,1.1956318497657776,0.25
1.0686413480175867,0.4027777777777778,1.9859407424926758,0.5
1.1312766505612268,0.4027777777777778,5.398219299316406,0.25
