2.900000000000000000e+01,-1.300000000000000000e+01,9.800000000000000000e+03,2.000000000000000000e+00,-7.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,1.874900800066825468e-02,1.000000000000000000e+01
2.000000000000000000e+01,1.000000000000000000e+00,9.830000000000000000e+03,1.000000000000000000e+00,-6.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,2.912774399919726420e-02,1.000000000000000000e+01
1.000000000000000000e+01,0.000000000000000000e+00,9.817000000000000000e+03,-1.000000000000000000e+00,-4.000000000000000000e+00,-4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,3.995825499987404328e-02,1.000000000000000000e+01
1.500000000000000000e+01,1.600000000000000000e+01,9.800000000000000000e+03,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,4.935833899980934802e-02,3.000000000000000000e+00
7.000000000000000000e+00,1.700000000000000000e+01,9.802000000000000000e+03,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.758625280000000000e+09,5.863727299947640859e-02,3.000000000000000000e+00
9.000000000000000000e+00,1.900000000000000000e+01,9.810000000000000000e+03,5.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,6.891873099993972573e-02,3.000000000000000000e+00
1.700000000000000000e+01,-3.000000000000000000e+00,9.833000000000000000e+03,0.000000000000000000e+00,-3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,7.856736599933356047e-02,3.000000000000000000e+00
2.000000000000000000e+00,1.600000000000000000e+01,9.802000000000000000e+03,5.000000000000000000e+00,-1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,8.938698199926875532e-02,4.000000000000000000e+00
8.000000000000000000e+00,-4.000000000000000000e+00,9.793000000000000000e+03,3.000000000000000000e+00,4.000000000000000000e+00,-2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,9.852849799972318579e-02,4.000000000000000000e+00
1.200000000000000000e+01,-4.000000000000000000e+00,9.820000000000000000e+03,-1.000000000000000000e+00,-3.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.758625280000000000e+09,1.087705999998433981e-01,4.000000000000000000e+00
2.000000000000000000e+00,-2.000000000000000000e+00,9.820000000000000000e+03,2.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,1.189947120001306757e-01,4.000000000000000000e+00
0.000000000000000000e+00,1.600000000000000000e+01,9.814000000000000000e+03,5.000000000000000000e+00,-3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.758625280000000000e+09,1.284947040003316943e-01,4.000000000000000000e+00
1.600000000000000000e+01,-6.000000000000000000e+00,9.812000000000000000e+03,9.000000000000000000e+00,-1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.758625280000000000e+09,1.392958819997147657e-01,7.000000000000000000e+00
1.100000000000000000e+01,-9.000000000000000000e+00,9.802000000000000000e+03,6.000000000000000000e+00,-5.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,1.488848949993553106e-01,7.000000000000000000e+00
7.000000000000000000e+00,-1.000000000000000000e+01,9.821000000000000000e+03,1.000000000000000000e+00,-4.000000000000000000e+00,-3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,1.594273770006111590e-01,7.000000000000000000e+00
-3.000000000000000000e+00,-3.000000000000000000e+00,9.815000000000000000e+03,-2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,1.695683939997252310e-01,7.000000000000000000e+00
1.600000000000000000e+01,-6.000000000000000000e+00,9.819000000000000000e+03,2.000000000000000000e+00,-8.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,1.800388979991112137e-01,6.000000000000000000e+00
7.000000000000000000e+00,-3.000000000000000000e+00,9.809000000000000000e+03,0.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.758625280000000000e+09,1.886825670007965527e-01,6.000000000000000000e+00
2.000000000000000000e+01,-5.000000000000000000e+00,9.806000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.758625280000000000e+09,2.010370280004281085e-01,6.000000000000000000e+00
1.800000000000000000e+01,-3.000000000000000000e+00,9.812000000000000000e+03,3.000000000000000000e+00,-3.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,2.121057629992719740e-01,6.000000000000000000e+00
9.000000000000000000e+00,4.000000000000000000e+00,9.805000000000000000e+03,5.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.758625280000000000e+09,2.190932379999139812e-01,6.000000000000000000e+00
1.500000000000000000e+01,-1.200000000000000000e+01,9.828000000000000000e+03,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,2.293116099990584189e-01,4.000000000000000000e+00
2.000000000000000000e+00,-6.000000000000000000e+00,9.815000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00,-6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.221754368000000000e+09,2.389883569994708523e-01,4.000000000000000000e+00
