-9.277259930968284607e-03,-5.214466000325046480e-05,9.975491762161254883e-01,-9.737610071897506714e-02,2.234246134757995605e-01,-2.355553358793258667e-01,2.044219500385224819e-02,4.000000000000000000e+00
-9.247077628970146179e-03,-4.934495664201676846e-04,9.972491860389709473e-01,5.458693951368331909e-02,-7.150423526763916016e-02,-1.745848655700683594e-01,2.949510100006591529e-02,4.000000000000000000e+00
-7.480721455067396164e-03,-2.401878446107730269e-04,9.965626597404479980e-01,-1.220525894314050674e-02,6.205971166491508484e-02,-1.524309813976287842e-01,3.944188800232950598e-02,2.000000000000000000e+00
-1.048200856894254684e-02,-7.925488753244280815e-04,9.969772696495056152e-01,1.155962422490119934e-01,2.687996029853820801e-01,-2.015061378479003906e-01,5.034287599846720695e-02,2.000000000000000000e+00
-9.246971458196640015e-03,-7.528987480327486992e-04,9.979341030120849609e-01,2.890569902956485748e-02,-1.639350354671478271e-01,-1.006732806563377380e-01,5.959296699438709766e-02,2.000000000000000000e+00
-8.193075656890869141e-03,-1.338762580417096615e-03,9.971580505371093750e-01,-1.730201393365859985e-01,3.431650400161743164e-01,-1.196295097470283508e-01,6.924681099189911038e-02,2.000000000000000000e+00
-9.948570281267166138e-03,-1.068650279194116592e-03,9.989100098609924316e-01,9.884597361087799072e-02,-5.579954758286476135e-02,-2.640332579612731934e-01,7.939341900055296719e-02,4.000000000000000000e+00
-1.154969818890094757e-02,-1.046559540554881096e-03,1.000133156776428223e+00,-1.019281223416328430e-01,1.537826806306838989e-01,-1.670722961425781250e-01,8.957944899157155305e-02,4.000000000000000000e+00
-1.122156344354152679e-02,-2.101771533489227295e-04,9.981710314750671387e-01,-3.010551631450653076e-01,3.958012163639068604e-01,-5.538393277674913406e-03,9.976969499257393181e-02,4.000000000000000000e+00
-8.744199760258197784e-03,-1.298199495067819953e-04,9.983323216438293457e-01,-8.812472969293594360e-02,2.086005061864852905e-01,-2.360628843307495117e-01,1.101290869992226362e-01,4.000000000000000000e+00
-1.077280938625335693e-02,5.625049816444516182e-04,1.000860452651977539e+00,-1.256376951932907104e-01,-7.209501415491104126e-02,7.332484819926321507e-04,1.197329589922446758e-01,4.000000000000000000e+00
-9.191820397973060608e-03,1.308389124460518360e-03,9.988557100296020508e-01,1.385521590709686279e-01,3.246548771858215332e-01,-1.659249067306518555e-01,1.296140640042722225e-01,4.000000000000000000e+00
-9.355162270367145538e-03,5.974801024422049522e-04,9.968621134757995605e-01,1.758550107479095459e-01,5.256565287709236145e-02,-6.045008450746536255e-02,1.397181920037837699e-01,4.000000000000000000e+00
-9.483306668698787689e-03,-4.740657823276706040e-05,9.976319670677185059e-01,-6.579321622848510742e-02,-7.112737745046615601e-02,-6.159937009215354919e-02,1.498443720047362149e-01,4.000000000000000000e+00
-1.173725910484790802e-02,-1.458309008739888668e-03,9.994954466819763184e-01,-1.541833281517028809e-01,2.851655483245849609e-01,-1.646935343742370605e-01,1.600441369955660775e-01,4.000000000000000000e+00
-8.655125275254249573e-03,-3.325489582493901253e-03,1.000115633010864258e+00,-2.208471298217773438e-01,9.042778611183166504e-02,1.991376839578151703e-02,1.703224230004707351e-01,6.000000000000000000e+00
-7.689564488828182220e-03,-1.228280598297715187e-03,9.978133440017700195e-01,-3.754764795303344727e-02,2.122955620288848877e-01,-7.858709990978240967e-02,1.795139589958125725e-01,6.000000000000000000e+00
-7.775485049933195114e-03,-2.490964252501726151e-04,9.961298108100891113e-01,-1.432750821113586426e-01,1.629420965909957886e-01,-1.798162758350372314e-01,1.890189809928415343e-01,6.000000000000000000e+00
-1.037614233791828156e-02,-2.830440178513526917e-03,9.994848966598510742e-01,-2.740776725113391876e-02,1.527368873357772827e-01,-9.507470577955245972e-02,2.000062349979998544e-01,6.000000000000000000e+00
-9.701917879283428192e-03,-2.614394994452595711e-03,9.994947314262390137e-01,-7.884436845779418945e-02,-8.313040435314178467e-02,-1.409443616867065430e-01,2.101942119916202500e-01,7.000000000000000000e+00
-1.092453952878713608e-02,-3.035625442862510681e-03,9.966539740562438965e-01,5.579017847776412964e-02,1.357821524143218994e-01,-1.306368596851825714e-02,2.194940699992002919e-01,7.000000000000000000e+00
-9.999531321227550507e-03,-1.426182338036596775e-03,9.966925978660583496e-01,-4.953848570585250854e-02,1.804385185241699219e-01,7.479168474674224854e-02,2.291829229943687096e-01,7.000000000000000000e+00
-1.040359959006309509e-02,-2.146193291991949081e-03,9.979171156883239746e-01,6.059021875262260437e-02,-4.040383547544479370e-02,9.941318631172180176e-02,2.392877689999295399e-01,7.000000000000000000e+00
-1.034802105277776718e-02,-3.203176194801926613e-03,9.965138435363769531e-01,-1.240892484784126282e-01,4.095761477947235107e-02,-2.164368480443954468e-01,2.494599490019027144e-01,7.000000000000000000e+00
-9.345559403300285339e-03,-2.029621973633766174e-03,9.977179765701293945e-01,2.471493743360042572e-02,3.303298354148864746e-01,1.004490926861763000e-01,2.596919030038407072e-01,6.000000000000000000e+00
-8.458198979496955872e-03,-1.606019563041627407e-03,9.974873661994934082e-01,4.212266579270362854e-02,-2.018492519855499268e-01,-4.604135826230049133e-02,2.702275439951336011e-01,6.000000000000000000e+00
-9.852599352598190308e-03,-1.950966077856719494e-03,9.976269602775573730e-01,-2.964138388633728027e-01,7.808680832386016846e-02,-2.818807661533355713e-01,2.788641630031634122e-01,6.000000000000000000e+00
-1.079608500003814697e-02,-1.190077280625700951e-03,9.956756234169006348e-01,2.028218150371685624e-04,6.925611197948455811e-02,-6.999991834163665771e-02,2.890794940030900761e-01,6.000000000000000000e+00
-1.200267486274242401e-02,-1.884642522782087326e-03,9.973208904266357422e-01,-2.678090035915374756e-01,-1.220271456986665726e-02,-9.227363765239715576e-02,3.005073550011729822e-01,5.000000000000000000e+00
-9.999948553740978241e-03,-1.013956731185317039e-03,1.000661492347717285e+00,-1.200952529907226562e-01,1.510911732912063599e-01,-8.594565838575363159e-02,3.092486840032506734e-01,5.000000000000000000e+00
-8.085137233138084412e-03,-3.023802710231393576e-04,9.998153448104858398e-01,6.997784227132797241e-02,7.219786755740642548e-03,-7.064862549304962158e-02,3.195937419950496405e-01,5.000000000000000000e+00
-8.965705521404743195e-03,-1.471465948270633817e-04,9.964251518249511719e-01,1.021308451890945435e-01,1.664438545703887939e-01,-1.330018490552902222e-01,3.287656079919543117e-01,5.000000000000000000e+00
-1.040376257151365280e-02,8.411664748564362526e-04,9.979093074798583984e-01,2.919858694076538086e-02,1.446851789951324463e-01,-4.370149597525596619e-02,3.392604499968001619e-01,8.000000000000000000e+00
-9.690354578197002411e-03,-3.345044679008424282e-04,9.974382519721984863e-01,-9.257509559392929077e-02,6.072052195668220520e-02,-2.801592648029327393e-01,3.500893349992111325e-01,8.000000000000000000e+00
-8.018402382731437683e-03,-1.288120518438518047e-03,9.982106685638427734e-01,-1.723845899105072021e-01,1.132092177867889404e-01,-1.868373602628707886e-01,3.596846889995504171e-01,8.000000000000000000e+00
-9.791222400963306427e-03,-4.723620368167757988e-04,9.980816245079040527e-01,-2.152423858642578125e-01,1.762916594743728638e-01,-3.052861057221889496e-02,3.698516220028977841e-01,8.000000000000000000e+00
-9.316673502326011658e-03,-1.644455944187939167e-03,9.960623979568481445e-01,-1.200824007391929626e-01,5.347175174392759800e-04,-1.928140968084335327e-02,3.813616870029363781e-01,8.000000000000000000e+00
-1.129121333360671997e-02,-3.606511279940605164e-03,9.991341829299926758e-01,-4.743265211582183838e-01,6.058780848979949951e-02,-3.504757583141326904e-02,3.900636619946453720e-01,6.000000000000000000e+00
-1.091408263891935349e-02,-2.694710390642285347e-03,9.988061189651489258e-01,-4.671627655625343323e-02,2.125677317380905151e-01,-2.443349808454513550e-01,3.993570029997499660e-01,6.000000000000000000e+00
-9.605573490262031555e-03,-7.449885597452521324e-04,9.974657893180847168e-01,-1.965147256851196289e-01,-1.190370693802833557e-01,-2.619209885597229004e-01,4.094569529988802969e-01,6.000000000000000000e+00
-8.982146158814430237e-03,1.129050040617585182e-03,9.975768923759460449e-01,-1.287232488393783569e-01,-7.141617685556411743e-02,-1.519109606742858887e-01,4.195759110007202253e-01,6.000000000000000000e+00
-7.954698055982589722e-03,1.658819499425590038e-03,9.977107048034667969e-01,2.631244808435440063e-02,1.700350642204284668e-01,-6.003200635313987732e-02,4.300101800035918131e-01,5.000000000000000000e+00
-8.200031705200672150e-03,-1.457600272260606289e-03,9.985797405242919922e-01,5.011747404932975769e-02,4.779023304581642151e-02,9.491067379713058472e-02,4.386373009911039844e-01,5.000000000000000000e+00
-9.404850192368030548e-03,-3.867389634251594543e-03,9.987253546714782715e-01,-2.680496871471405029e-01,3.093125522136688232e-01,-2.277667820453643799e-01,4.488949849910568446e-01,5.000000000000000000e+00
-1.039367076009511948e-02,-1.647339551709592342e-03,9.996296763420104980e-01,-7.309202849864959717e-02,2.916495800018310547e-01,-1.318533867597579956e-01,4.592203639913350344e-01,5.000000000000000000e+00
-1.021750364452600479e-02,-5.005571292713284492e-04,9.981354475021362305e-01,-8.794603496789932251e-02,-3.155505657196044922e-02,-1.341640055179595947e-01,4.694660709938034415e-01,5.000000000000000000e+00
