-3.922523930668830872e-03,-2.616371260955929756e-03,9.995375871658325195e-01,4.948255419731140137e-02,1.162791531533002853e-02,-1.619889587163925171e-01,1.884976599831134081e-02,7.000000000000000000e+00
-6.379846017807722092e-03,-1.888417406007647514e-03,9.997270703315734863e-01,1.125038694590330124e-02,1.296954900026321411e-01,6.167634204030036926e-02,2.881680399877950549e-02,7.000000000000000000e+00
-4.326288588345050812e-03,-5.505324807018041611e-04,1.002333879470825195e+00,1.153235044330358505e-02,-1.127291321754455566e-01,-1.269735395908355713e-02,3.863521799212321639e-02,1.000000000000000000e+01
-1.645828248001635075e-03,-2.077621407806873322e-03,1.001630544662475586e+00,2.333927340805530548e-02,-1.296900808811187744e-01,1.550481766462326050e-01,4.976199899101629853e-02,1.000000000000000000e+01
-1.769496826454997063e-03,-3.686185693368315697e-03,9.999235272407531738e-01,3.179661557078361511e-02,-4.941034596413373947e-03,1.087991055101156235e-02,5.987886199727654457e-02,1.000000000000000000e+01
-2.911884104833006859e-03,-1.444293651729822159e-03,1.000012636184692383e+00,7.238698005676269531e-02,3.282002359628677368e-02,1.762990802526473999e-01,6.937046999519225210e-02,1.000000000000000000e+01
-3.402753965929150581e-03,-8.938576793298125267e-04,9.992284178733825684e-01,-2.437375932931900024e-01,7.780317962169647217e-02,-3.938893973827362061e-02,7.915836099709849805e-02,1.000000000000000000e+01
-3.781673498451709747e-03,-1.339417183771729469e-03,9.986895322799682617e-01,1.525306999683380127e-01,1.952667832374572754e-01,1.088180840015411377e-01,8.961861798889003694e-02,7.000000000000000000e+00
-5.065931007266044617e-03,-7.164689013734459877e-04,9.998053908348083496e-01,-3.099027648568153381e-02,1.474589556455612183e-01,-1.109352856874465942e-01,1.001912199862999842e-01,7.000000000000000000e+00
-4.543825052678585052e-03,-2.489708596840500832e-03,9.981192350387573242e-01,3.344645202159881592e-01,2.299251034855842590e-02,8.950041979551315308e-02,1.090055129898246378e-01,7.000000000000000000e+00
-4.214779473841190338e-03,-1.797722885385155678e-03,9.993452429771423340e-01,-1.987576484680175781e-01,1.066841483116149902e-01,7.771416008472442627e-02,1.199819179892074317e-01,7.000000000000000000e+00
-4.596766084432601929e-03,-3.139192471280694008e-03,1.001622557640075684e+00,8.065142482519149780e-02,1.207951679825782776e-01,1.812800168991088867e-01,1.304657849977957085e-01,7.000000000000000000e+00
-1.858855364844202995e-03,-2.787425881251692772e-03,1.000700116157531738e+00,-1.524985730648040771e-01,-1.072989851236343384e-01,1.636868417263031006e-01,1.393492089991923422e-01,7.000000000000000000e+00
