-1.418078754795715213e-04,1.447592745535075665e-03,1.170611722045578063e-04,9.999979734420776367e-01,3.758097408000000000e+09,2.044192305766046047e-02
-1.596904330654069781e-04,1.455936813727021217e-03,1.184921202366240323e-04,9.999979138374328613e-01,3.758097408000000000e+09,3.085434203967452049e-02
-1.662282011238858104e-04,1.489052665419876575e-03,1.231941860169172287e-04,9.999979138374328613e-01,3.758097408000000000e+09,4.037301905918866396e-02
-1.692447985988110304e-04,1.502461615018546581e-03,1.238045806530863047e-04,9.999978542327880859e-01,3.758097408000000000e+09,5.057167005725204945e-02
-1.783510670065879822e-04,1.497272169217467308e-03,1.126609131461009383e-04,9.999978542327880859e-01,3.758097408000000000e+09,6.109254702460020781e-02
-1.830911496654152870e-04,1.545641105622053146e-03,1.097023487091064453e-04,9.999977946281433105e-01,3.758097408000000000e+09,7.132564706262201071e-02
-1.838373136706650257e-04,1.531739253550767899e-03,1.110046214307658374e-04,9.999977946281433105e-01,3.758097408000000000e+09,8.012878603767603636e-02
-1.937436900334432721e-04,1.520032878033816814e-03,1.214233998325653374e-04,9.999977946281433105e-01,3.758097408000000000e+09,9.099622606299817562e-02
-1.851650886237621307e-04,1.515155192464590073e-03,1.222701248480007052e-04,9.999977946281433105e-01,3.758097408000000000e+09,9.969659103080630302e-02
-1.806167856557294726e-04,1.512286718934774399e-03,1.237182004842907190e-04,9.999978542327880859e-01,3.758097408000000000e+09,1.092763250926509500e-01
-1.613178901607170701e-04,1.519900397397577763e-03,1.171923868241719902e-04,9.999978542327880859e-01,3.758097408000000000e+09,1.189734410727396607e-01
-1.626304729143157601e-04,1.529116067104041576e-03,1.172772172139957547e-04,9.999978542327880859e-01,3.758097408000000000e+09,1.293831720249727368e-01
-1.583542762091383338e-04,1.527561224065721035e-03,1.176173464045859873e-04,9.999978542327880859e-01,3.758097408000000000e+09,1.411218560533598065e-01
-1.631428021937608719e-04,1.544137252494692802e-03,1.101561283576302230e-04,9.999977946281433105e-01,3.758097408000000000e+09,1.495497730793431401e-01
-1.579936943016946316e-04,1.564445206895470619e-03,1.076314729289151728e-04,9.999977946281433105e-01,3.758097408000000000e+09,1.604532960336655378e-01
-1.619886752450838685e-04,1.562373479828238487e-03,1.088046265067532659e-04,9.999977946281433105e-01,3.758097408000000000e+09,1.702080010436475277e-01
-1.716275874059647322e-04,1.551140681840479374e-03,1.042825606418773532e-04,9.999977946281433105e-01,3.758097408000000000e+09,1.793081820942461491e-01
-1.696273102425038815e-04,1.563992816954851151e-03,1.106846102629788220e-04,9.999977946281433105e-01,3.758097408000000000e+09,1.884761640103533864e-01
-1.679059205343946815e-04,1.562079647555947304e-03,1.063789604813791811e-04,9.999977946281433105e-01,3.758097408000000000e+09,2.018071070779114962e-01
-1.673006772762164474e-04,1.556599396280944347e-03,1.025933306664228439e-04,9.999977946281433105e-01,3.758097408000000000e+09,2.140723679913207889e-01
-1.734364195726811886e-04,1.580964075401425362e-03,9.972490079235285521e-05,9.999977350234985352e-01,3.758097408000000000e+09,2.215329289902001619e-01
-1.573212939547374845e-04,1.601835829205811024e-03,1.015486850519664586e-04,9.999977350234985352e-01,3.758097408000000000e+09,2.297534800600260496e-01
-1.672653161222115159e-04,1.595265232026576996e-03,1.081706359400413930e-04,9.999977350234985352e-01,3.758097408000000000e+09,2.430687280138954520e-01
-1.571658067405223846e-04,1.618608017452061176e-03,9.907476487569510937e-05,9.999976754188537598e-01,3.758097408000000000e+09,2.480692600365728140e-01
-1.649609039304777980e-04,1.621451578103005886e-03,9.997698361985385418e-05,9.999976754188537598e-01,3.758097408000000000e+09,2.588338860077783465e-01
-1.668931072345003486e-04,1.630856539122760296e-03,1.019128103507682681e-04,9.999976754188537598e-01,3.758097408000000000e+09,2.711269700666889548e-01
-1.704211899777874351e-04,1.633592881262302399e-03,1.095046318368986249e-04,9.999976754188537598e-01,3.758097408000000000e+09,2.833861020626500249e-01
-1.860671036411076784e-04,1.649855752475559711e-03,1.079370267689228058e-04,9.999976158142089844e-01,3.758097408000000000e+09,2.897534091025590897e-01
-1.941400551004335284e-04,1.686705509200692177e-03,1.123795736930333078e-04,9.999975562095642090e-01,3.758097408000000000e+09,3.013580910628661513e-01
-1.924725074786692858e-04,1.698251231573522091e-03,1.069880381692200899e-04,9.999975562095642090e-01,3.758097408000000000e+09,3.116778930416330695e-01
-1.901230134535580873e-04,1.708263298496603966e-03,9.365341975353658199e-05,9.999974966049194336e-01,3.758097408000000000e+09,3.230244209989905357e-01
-1.889240229502320290e-04,1.700813067145645618e-03,8.811815496301278472e-05,9.999974966049194336e-01,3.758097408000000000e+09,3.309595800237730145e-01
-1.984291156986728311e-04,1.716100960038602352e-03,8.731768321013078094e-05,9.999974966049194336e-01,3.758097408000000000e+09,3.410721170948818326e-01
-1.963269023690372705e-04,1.722761080600321293e-03,8.299637556774541736e-05,9.999974966049194336e-01,3.758097408000000000e+09,3.494682050077244639e-01
-2.015305362874642015e-04,1.733857323415577412e-03,8.507360325893387198e-05,9.999974966049194336e-01,3.758097408000000000e+09,3.594006591010838747e-01
-1.999734959099441767e-04,1.735173165798187256e-03,8.709492249181494117e-05,9.999974966049194336e-01,3.758097408000000000e+09,3.733944720588624477e-01
-1.972457976080477238e-04,1.738512306474149227e-03,9.234886238118633628e-05,9.999974370002746582e-01,3.758097408000000000e+09,3.803725790930911899e-01
-2.180985466111451387e-04,1.743668108247220516e-03,1.041254508891142905e-04,9.999974370002746582e-01,3.758097408000000000e+09,3.918543150648474693e-01
-2.266861702082678676e-04,1.753041055053472519e-03,9.659108036430552602e-05,9.999974370002746582e-01,3.758097408000000000e+09,3.999748630449175835e-01
-2.303510118508711457e-04,1.768682850524783134e-03,1.081423397408798337e-04,9.999974370002746582e-01,3.758097408000000000e+09,4.090536320582032204e-01
-2.305301022715866566e-04,1.761320861987769604e-03,1.123603724408894777e-04,9.999974370002746582e-01,3.758097408000000000e+09,4.200566640356555581e-01
-2.161262091249227524e-04,1.765296095982193947e-03,1.055678367265500128e-04,9.999974370002746582e-01,3.758097408000000000e+09,4.293742449954152107e-01
-2.191301900893449783e-04,1.779451966285705566e-03,1.033454536809585989e-04,9.999973773956298828e-01,3.758097408000000000e+09,4.396806180011481047e-01
-2.218256122432649136e-04,1.776291290298104286e-03,1.170531322713941336e-04,9.999973773956298828e-01,3.758097408000000000e+09,4.505939950468018651e-01
-2.307856775587424636e-04,1.791868591681122780e-03,1.153286139015108347e-04,9.999973773956298828e-01,3.758097408000000000e+09,4.590750680072233081e-01
-2.295979793416336179e-04,1.786563545465469360e-03,1.200595143018290401e-04,9.999973773956298828e-01,3.758097408000000000e+09,4.684286310803145170e-01
-2.283601788803935051e-04,1.782713225111365318e-03,1.180725739686749876e-04,9.999973773956298828e-01,3.758097408000000000e+09,4.795447450596839190e-01
-2.336737379664555192e-04,1.795247779227793217e-03,1.171168041764758527e-04,9.999973773956298828e-01,3.758097408000000000e+09,4.903832570416852832e-01
-2.362327941227704287e-04,1.810610643588006496e-03,1.247953623533248901e-04,9.999973177909851074e-01,3.758097408000000000e+09,5.008539850823581219e-01
-2.412917237961664796e-04,1.812719390727579594e-03,1.259326381841674447e-04,9.999973177909851074e-01,3.758097408000000000e+09,5.111828960943967104e-01
-2.378079952904954553e-04,1.826805411837995052e-03,1.212786664837040007e-04,9.999973177909851074e-01,3.758097408000000000e+09,5.226338900392875075e-01
-2.357256598770618439e-04,1.826182822696864605e-03,1.172277043224312365e-04,9.999973177909851074e-01,3.758097408000000000e+09,5.363559760153293610e-01
-2.348293928662315011e-04,1.823461498133838177e-03,1.332642423221841455e-04,9.999973177909851074e-01,3.758097408000000000e+09,5.407884080195799470e-01
-2.327127294847741723e-04,1.841852092184126377e-03,1.319498696830123663e-04,9.999972581863403320e-01,3.758097408000000000e+09,5.508052040822803974e-01
-2.281672495882958174e-04,1.868724939413368702e-03,1.205302323796786368e-04,9.999971985816955566e-01,3.758097408000000000e+09,5.596977060195058584e-01
-2.328877162653952837e-04,1.876640599220991135e-03,1.158167651738040149e-04,9.999971985816955566e-01,3.758097408000000000e+09,5.690479300683364272e-01
-2.434476191410794854e-04,1.888965023681521416e-03,1.114416227210313082e-04,9.999971985816955566e-01,3.758097408000000000e+09,5.778495700797066092e-01
