train_loss,train_accuracy,val_loss,val_accuracy
1.194654107093811,0.3055555555555555,1.2449843883514404,0.3
1.1545670827229817,0.3159722222222222,1.3604007959365845,0.3
1.1691138346989949,0.3611111111111111,1.7758640050888062,0.3
1.102610468864441,0.3333333333333333,1.8703731298446655,0.3
1.1462076902389526,0.3263888888888889,1.5910307168960571,0.3
1.0699140429496765,0.4166666666666667,1.4077062606811523,0.3
1.1252403656641643,0.3298611111111111,1.5195114612579346,0.3
1.0569559931755066,0.375,1.9350354671478271,0.3
1.061469316482544,0.34722222222222227,2.402679920196533,0.3
1.0329007109006245,0.3854166666666667,2.9753518104553223,0.3
1.0445144573847454,0.3819444444444444,3.7424094676971436,0.3
1.0674821933110554,0.3506944444444444,4.6492600440979,0.3
1.0397957762082417,0.2569444444444444,4.063547134399414,0.3
1.101853887240092,0.30902777777777773,2.4724555015563965,0.3
0.997827967007955,0.5520833333333334,1.1587746143341064,0.35
1.0654536485671997,0.40625,1.4955048561096191,0.45
1.0300893982251484,0.4375,1.2116535902023315,0.5
0.9989392757415771,0.47222222222222215,1.5801538228988647,0.35
1.0460522572199504,0.3263888888888889,1.9404939413070679,0.3
1.0536607106526692,0.3263888888888889,1.7738456726074219,0.35
1.1173708240191143,0.3020833333333333,1.3971540927886963,0.2
1.0767071048418682,0.3263888888888889,2.0251762866973877,0.45
1.1039286454518635,0.4479166666666667,1.8251354694366455,0.45
1.1140449047088623,0.40625,1.14042067527771,0.45
1.0244167645772297,0.3819444444444444,1.0653623342514038,0.35
0.9631514747937521,0.5034722222222222,1.136095643043518,0.4
1.0158323446909587,0.46875,1.0982469320297241,0.35
0.9902049501736959,0.4583333333333333,1.7109607458114624,0.25
0.9065488576889038,0.5590277777777778,2.020292282104492,0.25
1.0100429058074951,0.46875,1.6431248188018799,0.25
1.0603845715522766,0.3993055555555556,1.1308478116989136,0.5
1.0195194284121196,0.4791666666666667,1.073427677154541,0.35
1.0199803511301677,0.4583333333333333,1.0825302600860596,0.4
0.9758920669555664,0.4236111111111111,2.2404375076293945,0.3
1.018284300963084,0.4444444444444444,3.7100441455841064,0.3
0.9556986093521118,0.5,4.543466091156006,0.3
0.9804036418596903,0.46875,4.374119758605957,0.3
